pageid,ns,title,extract
1648191,0,Dalian Zhoushuizi International Airport,"Dalian Zhoushuizi International Airport (IATA: DLC, ICAO: ZYTL) is the airport serving the city of Dalian in Liaoning Province, China. It is located in Ganjingzi District, about 10 km (6 mi) northwest of the city center. In 2018 the airport handled 18,758,171 passengers, making it the busiest airport in Northeast China and the 24th busiest nationwide. The airport is the hub for Dalian Airlines and a focus city for China Southern Airlines and Hainan Airlines. As Zhoushuizi Airport has reached its designed capacity, the new Dalian Jinzhouwan International Airport is being built on reclaimed land to replace it."
37415782,0,Dallas-Fort Worth International Airport,
263583,0,Dallas-Ft. Worth International Airport,
248480,0,Dallas/Fort Worth International Airport,"Dallas/Fort Worth International Airport (IATA: DFW, ICAO: KDFW, FAA LID: DFW), also known as DFW Airport, is the primary international airport serving the Dallas–Fort Worth metroplex area in the U.S. state of Texas. The airport was the fourth-busiest airport by passenger traffic in the world and second-busiest in the United States.
It is the largest hub for American Airlines, which is headquartered near the airport. It is the third-busiest airport in the world by aircraft movements and the fourth-busiest airport in the world by passenger traffic in 2020. It is the ninth-busiest international gateway in the United States and the second-busiest international gateway in Texas. American Airlines at DFW is the second-largest single airline hub in the world and the United States, behind Delta's hub at Atlanta. The airport was also a hub for Delta Air Lines until 2005.
Located roughly halfway between the major cities of Dallas and Fort Worth, DFW spills across portions of Dallas and Tarrant counties, and includes portions of the cities of Irving, Euless, Grapevine and Coppell. At 17,207 acres (6,963 hectares; 27 square miles), DFW is larger than the island of Manhattan, and is the second-largest airport by land area in the United States, after Denver International Airport. It has its own post office ZIP Code, 75261, and United States Postal Service city designation (""DFW Airport, TX""), as well as its own police, fire protection, and emergency medical services.As of November 2021, DFW Airport has service to 260 destinations from 26 scheduled airlines. In surpassing 200 destinations, DFW joined a small group of airports worldwide with that distinction.

"
3130475,0,Dallas Fort Worth International Airport,
48475586,0,Dallas International Airport,
24162754,0,Dallas–Fort Worth International Airport,
4202280,0,Damascus International Airport,"Damascus International Airport (Arabic: مَطَار دِمَشْق الدَّوْلِيّ, romanized: Maṭār Dimašq ad-Dawaliyy) (IATA: DAM, ICAO: OSDI) is the international airport of Damascus, the capital of Syria. Inaugurated in the mid-1970s, it also was the country's busiest airport. In 2010, an estimated 5.5 million passengers used the airport, an increase of more than 50% since 2004."
30777460,0,Damascus International airport,
30777483,0,Damascus international airport,
19203241,0,Dan Jones International Airport,"Dan Jones International Airport (FAA LID: T51) is a public-use airport in unincorporated Harris County, Texas, United States that is privately owned by Daniel Jones of Cypress. The airport is located 5 nautical miles (9 km) southwest of the city of Tomball and 22 nautical miles (41 km) northwest Houston."
4701767,0,Danang International Airport,
53936353,0,Daniel Inouye International Airport,
264285,0,Daniel K. Inouye International Airport,"Daniel K. Inouye International Airport (IATA: HNL, ICAO: PHNL, FAA LID: HNL), also known as Honolulu International Airport, is the main airport of Oahu in the State of Hawaii. The airport is named after U.S. Senator and Medal of Honor recipient Daniel K. Inouye, who represented Hawaii from 1963 until his death in 2012. The airport is located in the Honolulu census-designated place three miles (5 km) northwest of Honolulu's central business district. The airport covers a total area of 4,220 acres (1,708 ha) of land, more than 1% of Oahu's land area.Daniel K. Inouye International Airport offers nonstop flights to numerous destinations in North America, Asia, and Oceania. The airport serves as the principal hub of Hawaiian Airlines and is also a base for Aloha Air Cargo. The airport is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017–2021, in which it is categorized as a large-hub primary commercial service facility.

"
60818386,0,Daniel K. Inoyue International Airport,
6438685,0,Daniel Oduber International Airport,
3412520,0,Daniel Oduber Quiros International Airport,
69002161,0,Daniel Oduber Quirós International Airport,
10287958,0,Daqiu International Airport,
21932341,0,Dar es Salaam International Airport,
1889695,0,Darwin International Airport,"Darwin International Airport (IATA: DRW, ICAO: YPDN) is the busiest airport serving the Northern Territory and the tenth busiest airport in Australia.  It is the only airport serving Darwin.
The airport is located in Darwin's northern suburbs, 8 km (5.0 mi) from Darwin city centre, in the suburb of Eaton. It shares runways with the Royal Australian Air Force's RAAF Base Darwin.
Darwin Airport has an international terminal, a domestic terminal and a cargo terminal. Both of the passenger terminals have a number of shops and cafeterias.
In 2011 the airport served 26,036 flights and 1,743,734 passengers."
12911334,0,Daugavpils International Airport,"The Daugavpils International Airport (Latvian: Daugavpils Starptautiskā Lidosta) is located 12 km northeast of Daugavpils in the village of Lociki, Naujene Parish, Augšdaugava Municipality, in the Latgale region of Latvia.
All of the airport's technical infrastructure, runway and buildings are what was left of the former Soviet military air base. The base was completely abandoned in 1993.  Since 2005 the city council has sought to promote plans to redevelop it, however these have not been able to obtain funding."
66374432,0,Davao International Airport,
27381649,0,David Ben Gurion International Airport,
9301034,0,David the Builder Kutaisi International Airport,"Kutaisi International Airport (IATA: KUT, ICAO: UGKO) also known as David the Builder Kutaisi International Airport is an airport located 14 km (8.7 mi) west of Kutaisi, the third largest city in Georgia and capital of the western region of Imereti. It is one of three international airports currently in operation in Georgia, along with Tbilisi International Airport serving the Georgian capital and Batumi International Airport near the Adjara Black Sea resort. The airport is operated by United Airports of Georgia, a state-owned company."
61880269,0,Daxing International Airport,
725509,0,Dayton International Airport,"Dayton International Airport (IATA: DAY, ICAO: KDAY, FAA LID: DAY) (officially James M. Cox Dayton International Airport), formerly Dayton Municipal Airport and James M. Cox-Dayton Municipal Airport, is 10 miles north of downtown Dayton, in Montgomery County, Ohio, United States. The airport is in an exclave of the city of Dayton not contiguous with the rest of the city. Its address is 3600 Terminal Drive, Dayton, Ohio 45377. The airport is headquarters for American Eagle carrier PSA Airlines.
The National Plan of Integrated Airport Systems called it a primary commercial service airport. Dayton International is the third busiest and third largest airport in Ohio behind Cleveland Hopkins International Airport and John Glenn Columbus International Airport.

Dayton International Airport handled 2,607,528 passengers in 2012 and had 57,914 combined takeoffs and landings in 2012. Dayton ranked No. 76 in U.S. airport boardings in 2008. The airport has non-stop flights to 17 destinations."
2509585,0,Daytona Beach International Airport,"Daytona Beach International Airport (IATA: DAB, ICAO: KDAB, FAA LID: DAB) is a county-owned airport located three miles (5 km) southwest of Daytona Beach, next to Daytona International Speedway, in Volusia County, Florida, United States. The airport has 3 runways, a six-gate domestic terminal, and an international terminal. Daytona Beach is the headquarters of Embry-Riddle Aeronautical University.

"
40356925,0,De Guanajuato International Airport,
2119664,0,Debrecen International Airport,"Debrecen International Airport (IATA: DEB, ICAO: LHDC) is the international airport of Debrecen in the Hajdú-Bihar County of Hungary. It is located 5 km (3.1 mi) south southwest of the city center and also easily accessible to adjacent regions of Romania and Ukraine."
62253412,0,Deer Lake International Airport,
18812966,0,Dehi - Indira Gandhi International Airport,
8229586,0,Del Bajio International Airport,
63566707,0,Del Bajío International Airport,
42057652,0,Del Bonita/Whetstone International Airport,
29773430,0,"Del Caribe ""Santiago Marino"" International Airport",
47733175,0,"Del Caribe ""Santiago Mariño"" International Airport",
8598930,0,Del Caribe International Airport,
2190740,0,Del Norte International Airport,"Del Norte International Airport (Spanish: Aeropuerto Internacional del Norte, IATA: NTR, ICAO: MMAN) is an airport located in General Escobedo, Nuevo León, working as a secondary airport for Mexico's second largest city, Monterrey."
2696240,0,Del Rio International Airport,"Del Rio International Airport (IATA: DRT, ICAO: KDRT, FAA LID: DRT) is two miles northwest of Del Rio, in Val Verde County, Texas, United States. It is used for general aviation, and, being near Laughlin Air Force Base, it is often used by USAF students.

"
49771697,0,Delhi - Indira Gandhi International Airport,
17363972,0,Delhi International Airport,
38157015,0,Delhi – Indira Gandhi International Airport,
6759404,0,Denpasar-Bali International Airport,
15782280,0,Denpasar International Airport,
16537820,0,Denver's new international airport,
263648,0,Denver International Airport,"Denver International Airport (IATA: DEN, ICAO: KDEN, FAA LID: DEN), locally known as DIA, is an international airport in the Western United States, primarily serving metropolitan Denver, Colorado, as well as the greater Front Range Urban Corridor. At 33,531 acres (52.4 sq mi; 135.7 km2), it is the largest airport in North America by land area and the second largest in the world, behind King Fahd International Airport. Runway 16R/34L, with a length of 16,000 feet (3.03 mi; 4.88 km), is the longest public use runway in North America and the seventh longest in the world. The airport is 25 miles (40 km) driving distance from Downtown Denver, 19 miles (31 km) further than the former Stapleton International Airport, the facility DIA replaced: the airport is actually closer to the City of Aurora than central Denver, and many airport services, such as hotels, use either an Aurora or Denver mailing address. Opened in 1995, DEN currently has non-stop service to 215 destinations amongst 23 different airlines throughout North America, Latin America, Europe, and Asia; it is the fourth airport in the U.S. to exceed 200 destinations. The airport is a hub for both United Airlines and Frontier Airlines and is one of the largest operating bases for Southwest Airlines. With over 35,000 employees, the airport is the largest employer in Colorado. The airport is located on the western edge of the Great Plains and within sight of the Front Range of the Rocky Mountains.
In 2020, DIA was the 8th busiest airport in the world and 3rd busiest airport in the United States by passenger traffic; DIA has been among the top 20 busiest airports in the world every year since 2000."
263648,0,Denver International Airport,"Denver International Airport (IATA: DEN, ICAO: KDEN, FAA LID: DEN), locally known as DIA, is an international airport in the Western United States, primarily serving metropolitan Denver, Colorado, as well as the greater Front Range Urban Corridor. At 33,531 acres (52.4 sq mi; 135.7 km2), it is the largest airport in North America by land area and the second largest in the world, behind King Fahd International Airport. Runway 16R/34L, with a length of 16,000 feet (3.03 mi; 4.88 km), is the longest public use runway in North America and the seventh longest in the world. The airport is 25 miles (40 km) driving distance from Downtown Denver, 19 miles (31 km) further than the former Stapleton International Airport, the facility DIA replaced: the airport is actually closer to the City of Aurora than central Denver, and many airport services, such as hotels, use either an Aurora or Denver mailing address. Opened in 1995, DEN currently has non-stop service to 215 destinations amongst 23 different airlines throughout North America, Latin America, Europe, and Asia; it is the fourth airport in the U.S. to exceed 200 destinations. The airport is a hub for both United Airlines and Frontier Airlines and is one of the largest operating bases for Southwest Airlines. With over 35,000 employees, the airport is the largest employer in Colorado. The airport is located on the western edge of the Great Plains and within sight of the Front Range of the Rocky Mountains.
In 2020, DIA was the 8th busiest airport in the world and 3rd busiest airport in the United States by passenger traffic; DIA has been among the top 20 busiest airports in the world every year since 2000."
27960263,0,Denver international airport,
6391204,0,Denver’s new international airport,
7596319,0,Deputado Luis Eduardo Magalhaes International Airport,
64033316,0,Deputado Luís Eduardo Magalhães International Airport,
68726755,0,Dera Ghazi Khan International Airport,
1371941,0,Des Moines International Airport,"Des Moines International Airport (IATA: DSM, ICAO: KDSM, FAA LID: DSM) is a commercial service airport 5 miles (8 km) southwest of Des Moines, the capital of Iowa. 
The airport's 2,600 acre campus includes two runways, 46 buildings, 7 parking facilities, and the terminal. Six commercial airlines offer service from DSM (American, Allegiant, Delta, Frontier, Southwest and United). The airport is managed by the Des Moines Airport Authority.
The National Plan of Integrated Airport Systems for 2017–2021 called it a primary commercial service airport. In 2016 a record 2.48 million passengers used the airport, up 5 percent from 2015. In 2019, DSM served 2.92 million passengers, a record for the airport.
The airport hosts the 132nd Wing of the Iowa Air National Guard.

"
1371941,0,Des Moines International Airport,"Des Moines International Airport (IATA: DSM, ICAO: KDSM, FAA LID: DSM) is a commercial service airport 5 miles (8 km) southwest of Des Moines, the capital of Iowa. 
The airport's 2,600 acre campus includes two runways, 46 buildings, 7 parking facilities, and the terminal. Six commercial airlines offer service from DSM (American, Allegiant, Delta, Frontier, Southwest and United). The airport is managed by the Des Moines Airport Authority.
The National Plan of Integrated Airport Systems for 2017–2021 called it a primary commercial service airport. In 2016 a record 2.48 million passengers used the airport, up 5 percent from 2015. In 2019, DSM served 2.92 million passengers, a record for the airport.
The airport hosts the 132nd Wing of the Iowa Air National Guard.

"
1570161,0,Detroit International Airport,
669768,0,Detroit Metro-Wayne International Airport,
52631923,0,Detroit Wayne International Airport,
3872040,0,Deubai international airport,
63053357,0,Devi Ahilya Bai Holkar International Airport,
49320791,0,Devi Ahilyabai Holkar International Airport,
43248767,0,Dhahran International Airport,
23512196,0,Dhaka International Airport,
60171794,0,Dholera International Airport,
3870674,0,Diagoras International Airport,
16767921,0,Diego Aracena International Airport,"Diego Aracena International Airport (Spanish: Aeropuerto Internacional Diego Aracena) (IATA: IQQ, ICAO: SCDA) is an airport serving Iquique, capital of the Tarapacá Region in Chile. The airport is on the Pacific coast 48 kilometres (30 mi) south of the city. It shares a runway with Los Cóndores Air Base (Base Aérea Los Cóndores), home to the First Air Brigade of the Chilean Air Force (Fuerza Aérea de Chile).
The Iquique VOR-DME (Ident: IQQ) is 9.6 nautical miles (17.8 km) north of the airport. The Diego Aracena non-directional beacon (Ident: R) is located on the field."
13199346,0,Dimokritos International Airport,
4271962,0,Diori Hamani International Airport,"Diori Hamani International Airport (IATA: NIM, ICAO: DRRN) is an airport in Niamey, the capital of Niger. It is located 9 km (5.6 mi) from Niamey in the south eastern suburbs of the city, along the Route Nationale 1, the major highway linking Niamey with the east of the nation. The airport complex also includes the major base for the Armed Forces of Niger's ""Armee d'Air""."
34808115,0,Diosdado Macapagal International Airport,
19716900,0,Dire Dawa International Airport,
15480884,0,Diwopu International Airport,
32025058,0,Djerba-Zarzis International Airport,
25468815,0,Djerba - Zarzis International Airport,
9276917,0,Djerba–Zarzis International Airport,"Djerba–Zarzis International Airport (French: Aéroport international de Djerba-Zarzis, Arabic: مطار جربة جرجيس الدولي) (IATA: DJE, ICAO: DTTJ) is the international airport serving the island of Djerba in Tunisia. The airport began operation in 1970 and today is an important destination for seasonal leisure flights."
39392280,0,Djibouti-Ambouli International Airport,
37694507,0,Djibouti International Airport,
2955839,0,Djibouti–Ambouli International Airport,"Djibouti–Ambouli International Airport (Arabic: مطار جيبوتي الدولي, French: Aéroport international Ambouli) (IATA: JIB, ICAO: HDAM) is a joint civilian/military-use airport situated in the town of Ambouli, Djibouti. It serves the national capital, Djibouti City. The airport is located approximately 6 kilometres (4 miles) from the city centre. It occupies an area of 10 square kilometers."
44885738,0,Dnepropetrovsk International Airport,
5783899,0,Dnipro International Airport,"Dnipro International Airport (Ukrainian: Міжнародний аеропорт «Дніпро») (IATA: DNK, ICAO: UKDD) is an airport serving Dnipro, a city in Dnipropetrovsk Oblast, Ukraine. It is located 15 kilometres (8 NM) southeast from the city center."
67337252,0,Dnipropetrovsk International Airport,
16343071,0,Doctor Fernando Piragine Niveyro International Airport,"Corrientes International Airport (IATA: CNQ, ICAO: SARC) (Spanish: Aeropuerto Internacional de Corrientes), also known as Doctor Fernando Piragine Niveyro International Airport (Spanish: Aeropuerto Internacional Doctor Fernando Piragine Niveyro and Cambá Punta) is an airport in Corrientes Province, Argentina, serving the city of Corrientes, built in 1961 while the terminal was completed in 1964. A new terminal and a new control tower were constructed between 2009 and 2011. The old buildings were demolished.
Between April 2014 and October 2015, Corrientes Airport was closed because of works on its runway. Flights were rescheduled to Resistencia International Airport, about 20 miles (32 km) to the west."
38264545,0,Dodoma International Airport,
874889,0,Doha International Airport,"Doha International Airport (IATA: DIA, ICAO: OTBD) (Arabic: مطار الدوحة الدولي) is an airport in Doha, Qatar. It was Qatar's commercial international airport until Hamad International Airport opened on 27 May 2014. While all scheduled commercial traffic ceased, the airport site and existing runway is still used by Qatar Emiri Air Force, Rizon Jet, Gulf Helicopters and Qatar Aeronautical College. The airport is planned to be refurbished and reopened to handle more traffic for the 2022 FIFA World Cup in Doha, Qatar."
1310094,0,Dois de Julho International Airport,
60163208,0,Domine Eduard Osok International Airport,
56138191,0,Domodedovo International Airport,
36799104,0,Domodevo International Airport,
38342226,0,Don Maung International Airport,
743256,0,Don Miguel Hidalgo International Airport,
35906761,0,Don Miguel Hidalgo y Costilla International Airport,
270028,0,Don Muang International Airport,
266286,0,Don Mueang International Airport,"Don Mueang International Airport (Thai: ท่าอากาศยานดอนเมือง, pronounced [tʰâː.ʔāː.kàːt̚.sā.jāːn.dɔ̄ːn.mɯ̄a̯ŋ] (listen), or colloquially as สนามบินดอนเมือง, pronounced [sā.nǎːm.bīn.dɔ̄ːn.mɯ̄a̯ŋ]) (IATA: DMK, ICAO: VTBD) is one of two international airports serving the Bangkok Metropolitan Region, the other one being Suvarnabhumi Airport (BKK). Before Suvarnabhumi opened in 2006, Don Mueang was previously known as Bangkok International Airport.
The airport is considered to be one of the world's oldest international airports and Asia's oldest operating airport. It was officially opened as a Royal Thai Air Force base on 27 March 1914, although it had been in use earlier. Commercial flights began in 1924, making it one of the world's oldest commercial airports. The first commercial flight was an arrival by KLM Royal Dutch Airlines.In September 2006, Don Mueang Airport was closed and replaced by the newly opened Suvarnabhumi Airport, before reopening on 24 March 2007 after renovations. Since the opening of the new airport, it has become a regional commuter flight hub and the de facto low-cost airline hub. In 2015, it became the world's largest low cost carrier airport.Don Mueang previously carried the BKK IATA code, which subsequently transferred to Suvarnabhumi, and was an important hub of Asia and the hub of Thai Airways International prior to its closure. At its peak, it served most air traffic for the entire country, with 80 airlines operating 160,000 flights and handling over 38 million passengers and 700,000 tons of cargo in 2004. It was then the 14th busiest airport in the world and 2nd in Asia by passenger volume. Currently, Don Mueang is the main hub for Nok Air, Thai AirAsia and Thai Lion Air."
14366552,0,Don miguel hidalgo y costilla international airport,
52844093,0,Donald Sangster International Airport,
7916816,0,Doncaster international airport,
5830694,0,Donetsk International Airport,"Donetsk Sergei Prokofiev International Airport (Ukrainian: Міжнародний аеропорт ""Донецьк"") (IATA: DOK, ICAO: UKCC) is a former airport located 10 km (6.2 mi) northwest of Donetsk, Ukraine, that was destroyed in 2014 during the war in Donbas. It was built in the 1940s and 1950s and rebuilt in 1973 and again from 2011-12. The airport is named after twentieth-century composer Sergei Prokofiev, who was a native of Donetsk Oblast."
42678930,0,Donetsk Sergey Prokofiev International Airport,
37682260,0,Dorothy Scott International Airport,
263590,0,Dorval International Airport,
5393086,0,Douala International Airport,"MD-Douala International Airport (French: Aéroport international MD-Douala) (IATA: DLA, ICAO: FKKD) is an international airport located in Douala, the largest city in Cameroon and the capital of Cameroon's Littoral Region. With its 4 terminals and an average of 1.5 million passengers and 50,000 tonnes of freight per year it is the country's busiest airport. The airport is managed and partly owned (34%) by the company Aeroport du Cameroon (ADC) which also manages          all other 13 airports on Cameroonian soil."
50516271,0,Douala International airport,
487857,0,Doubai International Airport,
3806167,0,Douglas-Bisbee International Airport,
15428616,0,Douglas International Airport,"Douglas International Airport can refer to:

Bisbee Douglas International Airport near Bisbee, Arizona
Charlotte Douglas International Airport in Charlotte, North Carolina"
8688783,0,Dr. Ambedkar International Airport,
25121938,0,Dr. Antonio Nicolas Briceno International Airport,
55287524,0,Dr. Augusto Roberto Fuster International Airport,
8592005,0,Dr. Babasaheb Ambedkar International Airport,"Dr. Babasaheb Ambedkar International Airport (IATA: NAG, ICAO: VANP) is an international airport serving the city of Nagpur, Maharashtra, India. The airport is located at Sonegaon, 8 km (5 mi) South-West of Nagpur. The airport covers an area of 1355 acres (548 hectares). In 2005, it was named after Dr. B. R. Ambedkar, the chief architect of the Indian Constitution and one of the founding fathers of the Republic of India. The airport handles around 8,500 passengers per day and caters to five domestic airlines and two international airlines connecting Nagpur to Sharjah, Doha and 11 domestic destinations. The airport spread over 1,460-acres is also home to AFS Nagpur of the Indian Air Force. Growth in passenger traffic is fueled by passengers traveling to and from the state capital Mumbai, over 700 km (378 mi) away. The airport has one terminal and has two aerobridges."
38234835,0,Dr. Joaquin Balaguer International Airport,
38234832,0,Dr. Joaquín Balaguer International Airport,
25009052,0,Dr. Luis Maria Argana International Airport,
28626001,0,Dr. Luis Maria Argaña International Airport,
21975812,0,Dr. Luis María Argaña International Airport,"Dr. Luis María Argaña International Airport (IATA: ESG, ICAO: SGME) is an airport that serves the small city of Mariscal Estigarribia, in the Boquerón Department of Paraguay.
The airport is named after Luis María Argaña, a vice president who was assassinated in 1999. It is operated by Paraguayan military authorities. GlobalSecurity.org states that some believe the United States are using the airport as a permanent military base. However, they go on to say that this is false.With 3,500 m (11,483 ft), its runway is the longest in the country, more than Asunción's airport."
154742,0,Dubai International Airport,"Dubai International Airport (IATA: DXB, ICAO: OMDB) (Arabic: مطار دبي الدولي) is the primary international airport serving Dubai, United Arab Emirates, and is the world's busiest airport by international passenger traffic. It is also the nineteenth-busiest airport in the world by passenger traffic, one of the busiest cargo airports in the world, the busiest airport for Airbus A380 and Boeing 777 movements, and the airport with the highest average number of passengers per flight. In 2017, DXB handled 88 million passengers and 2.65 million tonnes of cargo and registered 409,493 aircraft movements.Dubai International Airport is situated in the Al Garhoud district, 2.5 nautical miles (4.6 km; 2.9 mi) east of Dubai and spread over an area of 7,200 acres (2,900 ha) of land. Terminal 3 is the second-largest building in the world by floor space and the largest airport terminal in the world. In July 2019, Dubai International airport installed the largest solar energy system in the region's airports as part of Dubai's goal to reduce 30 percent of the city energy consumption by 2030.Emirates Airline has its hub airport in Dubai International (DXB) and has their own terminal 3 with 3 concourses that they share with flydubai. The Emirates hub is the largest airline hub in the Middle East; Emirates handles 51% of all passenger traffic and accounts for approximately 42% of all aircraft movements at the airport. Dubai Airport is also the base for low-cost carrier flydubai which handles 13% of passenger traffic and 25% of aircraft movements at DXB. The airport has a total capacity of 90 million passengers annually. As of January 2016, there are over 7,700 weekly flights operated by 140 airlines to over 270 destinations across all inhabited continents. Over 63% of travelers using the airport in 2018 were connecting passengers.Dubai International is an important contributor to the Dubai economy, as it employs approximately 90,000 people, indirectly supports over 400,000 jobs and contributes over US$26.7 billion to the economy, which represents around 27 per cent of Dubai's GDP and 21% of the employment in Dubai. It is predicted that by 2020, the economic contribution of Dubai's aviation sector will rise to 37.5% of the city's GDP and by 2030, the economic impact of aviation is projected to grow to $88.1 billion and support 1.95 million jobs in Dubai or 44.7% of the GDP and 35.1% of the total employment."
44892490,0,Dubai World Central - Al Maktoum International Airport,
18442462,0,Dubai World Central International Airport,
56906058,0,Dubai World Central – Al Maktoum International Airport,
487856,0,Dubay International Airport,
487855,0,Dubayy International Airport,
293809,0,Dublin International Airport,
550452,0,Duesseldorf International Airport,
34535948,0,Duhok International Airport,"Duhok International Airport (Sorani:فڕۆکەخانەی نێودەوڵەتیی دھۆک Badini: Matara Internasyonala Duhoke Arabic: مطار دهوك الدولي)is an international airport currently under construction in Kurdistan. It is located in the Duhok city province just near the town of Sêmêl. Duhok airport serves the duhok governorate of Iraq

"
33591,0,Dulles International Airport,"Washington Dulles International Airport (IATA: IAD, ICAO: KIAD, FAA LID: IAD), typically referred to as Dulles International Airport, Dulles Airport, Washington Dulles or simply Dulles ( DUL-iss), is an international airport in the Eastern United States, located in Loudoun County and Fairfax County in Virginia, 26 miles (42 km) west of Downtown Washington, D.C.
Opened in 1962, it is named after John Foster Dulles (1888–1959), the 52nd U.S. Secretary of State who served under President Dwight D. Eisenhower. The Dulles main terminal is a well-known landmark designed by Eero Saarinen, who also designed the famous TWA terminal (now the TWA hotel) at New York's JFK airport. Operated by the Metropolitan Washington Airports Authority, Washington Dulles Airport occupies 13,000 acres (20.3 sq mi; 52.6 km2) straddling the Loudoun–Fairfax line. Most of the airport is in the unincorporated community of Dulles in Loudoun County, with a small portion in the unincorporated community of Chantilly in Fairfax County.
Dulles is one of the three major airports in the larger Baltimore–Washington metropolitan area, the others being Reagan National Airport and Baltimore/Washington International Airport, and by land size and amount of facilities is the largest of the three. Dulles is considered the region's international air hub, with dozens of nonstop international flights. Dulles has the most international passenger traffic of any airport in the Mid-Atlantic outside the New York metropolitan area, including approximately 90% of the international passenger traffic in the Baltimore–Washington region.  It had more than 20 million passenger enplanements every year from 2004 to 2019, with 24 million enplanements in 2019. On a typical day, more than 60,000 passengers pass through Dulles to and from more than 125 destinations around the world.Increased domestic travel from Reagan National Airport has eroded some of Dulles's domestic routes. Dulles overtook Reagan in total enplanements in 2019. However, in 2018, Dulles Airport surpassed Ronald Reagan Washington National Airport (DCA) in yearly passenger boardings after having fewer passengers since 2015. Furthermore, it still ranks behind Baltimore/Washington International Thurgood Marshall Airport (BWI) in total annual passenger boardings.Dulles is a hub for United Airlines and is frequently used by airlines which United has codeshare agreements with, mostly composed of Star Alliance members like Turkish Airlines and Lufthansa."
1745461,0,Duluth International Airport,"For the United States Air Force use of this facility, see Duluth Air National Guard Base.Duluth International Airport (IATA: DLH, ICAO: KDLH, FAA LID: DLH) is a city-owned public-use joint civil-military airport located five nautical miles (9 km) northwest of the central business district of Duluth, a city in Saint Louis County, Minnesota, United States. It serves the Twin Ports area, including Superior, Wisconsin. Mostly used for general aviation but also served by three airlines, it is Minnesota's third-busiest airport, behind Minneapolis–St. Paul International Airport (MSP) and Rochester International Airport.The Minnesota Air National Guard's 148th Fighter Wing, equipped with F-16C Fighting Falcons, is based at Duluth Air National Guard Base, which is located on the grounds of the airport. Aircraft manufacturing company Cirrus is also based on the airport grounds, where it has its main manufacturing facility and headquarters."
34745963,0,Dum Dum Netaji Subhas International Airport,
49348960,0,Dunedin International Airport,
29850357,0,Duqm International Airport,"Duqm International Airport (IATA: DQM, ICAO: OODQ) is an airport serving the Arabian Sea port of Duqm in the Al Wusta Region of Oman.
The airport officially opened on 24 July 2014. A modern 8,660 sq. ft. passenger terminal with two jet bridges opened on September 17, 2018.The airport is 19 kilometres (12 mi) south of the town. The runway length does not include 120 metres (390 ft) displaced thresholds on each end. There is a VOR on the field."
2163428,0,Durango International Airport,"General Guadalupe Victoria International Airport (Spanish: Aeropuerto Internacional General Guadalupe Victoria, IATA: DGO, ICAO: MMDO), also known as Durango International Airport, is located northeast of Durango, Durango, Mexico. It is named after Guadalupe Victoria, the first President of Mexico.
In 2008 the terminal building of Durango Airport was expanded and completely remodeled. Among the renovations of the terminal building, the construction of a national and international waiting room overlooking the Apron, the extension of the main terminal building, the establishment of two baggage claim carrousels; National and international. In 2009 the apron was expanded and runway 03/21 was fully resurfaced as were the taxiways, this with the purpose of increasing its operating capacity.
In 2019, the airport handled 527,004 passengers, and in 2020 it handled 271,231 passengers."
266537,0,Durban International Airport,"Durban International Airport (formerly Louis Botha Airport) was the international airport of Durban from 1951 until 2010, when it was replaced by King Shaka International Airport, 60 kilometres (37 mi) to the north. The airport is co-located with AFB Durban."
16768351,0,Durham International Airport,
4264850,0,Dushanbe International Airport,"Dushanbe International Airport (IATA: DYU, ICAO: UTDD) is an international airport in Dushanbe, the capital of Tajikistan. It is the main hub for Somon Air and is the home base for Tajik Air, which also has its headquarters on the property."
7722628,0,Dusseldorf International Airport,
53387872,0,Dutse International Airport,"Dutse International Airport (ICAO: DNDS) is a newly constructed airport serving the city of Dutse in the Jigawa State of northern Nigeria. The international airport was referred to as the 8th wonder of the century in Nigeria because it was constructed between the period of 13 months.
The airport is 10 kilometres (6.2 mi) northwest of the city, and was commissioned in 2014 by Nigerian President Goodluck Jonathan.The Dutse VOR-DME (Ident: DUT) and non-directional beacon (Ident: DU) are located on the field."
7124073,0,Dzaoudzi-Pamandzi International Airport,
45201959,0,Dzaoudzi Pamandzi International Airport,
7124069,0,Dzaoudzi–Pamandzi International Airport,"Dzaoudzi–Pamandzi International Airport (IATA: DZA, ICAO: FMCZ) is an airport located in Dzaoudzi, Mayotte, France on the southern tip of the island of Petite-Terre (or Pamanzi), located east of Grande-Terre, the main island of Mayotte. It is the only airport in Mayotte with scheduled services, mainly to destinations within Africa and to metropolitan France. The airport services aircraft up to the Boeing 777 in size.
A new runway (15/33) to the west of the current runway is being planned and will be 2,600 metres in length to accommodate larger aircraft, such as the Airbus A380 and Boeing 747 in size. Once built the older runway will become a taxiway. There are also plans for a new terminal to be built (and likely replace the current departure and arrival buildings). This project will be completed by 2015.The headquarters of Ewa Air are on the airport property.

"
40178374,0,Düsseldorf International Airport,
7126365,0,E.T. Joshua International Airport,
8556055,0,Eagle Farm International Airport,
9245657,0,East London International Airport,
25505637,0,East Midlands International Airport,
16985163,0,Edinburg International Airport,
145318,0,Edinburgh International Airport,.
26140225,0,Edinburgh Turnhouse International Airport,
